/Q X,/Q Y,/CLK X,/CLK Y,/D X,/D Y
3.353701978201519e-11,-4.487651652370889e-07,3.353701978201519e-11,0,3.353701978201519e-11,0.8
4.311092850396319e-11,-1.352544733775046e-07,4.311092850396319e-11,0,4.311092850396319e-11,0.8
5.5857359650084e-11,1.366350045475454e-07,5.5857359650084e-11,0,5.5857359650084e-11,0.8
6.957159962720342e-11,8.187110958165302e-08,6.957159962720342e-11,0,6.957159962720342e-11,0.8
8.395632525038349e-11,1.250740796101865e-07,8.395632525038349e-11,0,8.395632525038349e-11,0.8
9.911598935294279e-11,2.679646949697119e-07,9.911598935294279e-11,0,9.911598935294279e-11,0.8
1.105012506677653e-10,2.549641954351597e-07,1.105012506677653e-10,0,1.105012506677653e-10,0.8
1.201416291121777e-10,-1.211932502112955e-07,1.201416291121777e-10,0,1.201416291121777e-10,0.8
1.302750383123499e-10,-5.763493831147317e-07,1.302750383123499e-10,0,1.302750383123499e-10,0.8
1.372102181164345e-10,-1.746388008535481e-06,1.372102181164345e-10,0,1.372102181164345e-10,0.8
1.424212193513832e-10,-1.367141967709813e-06,1.424212193513832e-10,0,1.424212193513832e-10,0.8
1.479733408979607e-10,-9.263486623710608e-07,1.479733408979607e-10,0,1.479733408979607e-10,0.8
1.529518385003384e-10,2.52285111667607e-07,1.529518385003384e-10,0,1.529518385003384e-10,0.8
1.569453621321001e-10,2.059604655927723e-06,1.569453621321001e-10,0,1.569453621321001e-10,0.8
1.610198650950177e-10,3.037012694738674e-06,1.610198650950177e-10,0,1.610198650950177e-10,0.8
1.66849813948557e-10,2.781356381103543e-06,1.66849813948557e-10,0,1.66849813948557e-10,0.8
1.724092380561402e-10,5.203461327297504e-07,1.724092380561402e-10,0,1.724092380561402e-10,0.8
1.798823870797273e-10,-8.125068117900418e-07,1.798823870797273e-10,0,1.798823870797273e-10,0.8
1.883782889213362e-10,-7.922153390591855e-07,1.883782889213362e-10,0,1.883782889213362e-10,0.8
1.994024297612554e-10,-2.760815720307227e-07,1.994024297612554e-10,0,1.994024297612554e-10,0.8
2.137445717367583e-10,7.406984059981376e-08,2.137445717367583e-10,0,2.137445717367583e-10,0.8
2.33638339171285e-10,7.193370325179633e-08,2.33638339171285e-10,0,2.33638339171285e-10,0.8
2.591642053563447e-10,5.6328766321539e-08,2.591642053563447e-10,0,2.591642053563447e-10,0.8
2.930184253465534e-10,5.159771482444996e-08,2.930184253465534e-10,0,2.930184253465534e-10,0.8
3.37540216524747e-10,4.812947936566789e-08,3.37540216524747e-10,0,3.37540216524747e-10,0.8
3.969519363903815e-10,5.168955365969003e-08,3.969519363903815e-10,0,3.969519363903815e-10,0.8
4.760256698764678e-10,4.77352838046463e-08,4.760256698764678e-10,0,4.760256698764678e-10,0.8
5.430128349382339e-10,5.053820973420973e-08,5.430128349382339e-10,0,5.430128349382339e-10,0.8
6.1e-10,4.973767818293085e-08,6.1e-10,0,6.1e-10,0.8
6.100390625e-10,6.317248176234511e-08,6.100390625e-10,0,6.100390625e-10,0.7968749999999964
6.101171875000001e-10,-1.064938309511724e-07,6.101171875000001e-10,0,6.101171875000001e-10,0.7906249999999894
6.101562500000001e-10,-2.534136963299998e-07,6.101562500000001e-10,0,6.101562500000001e-10,0.7874999999999859
6.102343750000002e-10,-4.84553950029136e-07,6.102343750000002e-10,0,6.102343750000002e-10,0.7812499999999788
6.103893111544974e-10,-8.934213019139413e-07,6.103893111544974e-10,0,6.103893111544974e-10,0.7688551076402088
6.106329482916619e-10,-1.379214266322889e-06,6.106329482916619e-10,0,6.106329482916619e-10,0.7493641366670425
6.111202225659911e-10,-2.034533779756417e-06,6.111202225659911e-10,0,6.111202225659911e-10,0.71038219472071
6.120947711146494e-10,-2.063203896762475e-06,6.120947711146494e-10,0,6.120947711146494e-10,0.6324183108280448
6.135838436719285e-10,-8.743537789605361e-07,6.135838436719285e-10,0,6.135838436719285e-10,0.5132925062457193
6.154773347309224e-10,7.235102494308693e-07,6.154773347309224e-10,0,6.154773347309224e-10,0.3618132215262021
6.17185700369082e-10,1.523129148241572e-06,6.17185700369082e-10,0,6.17185700369082e-10,0.2251439704734384
6.18592850184541e-10,1.950896461797662e-06,6.18592850184541e-10,0,6.18592850184541e-10,0.1125719852367164
6.192964250922705e-10,1.944220709434381e-06,6.192964250922705e-10,0,6.192964250922705e-10,0.05628599261835954
6.199999999999999e-10,1.94256863814748e-06,6.199999999999999e-10,0,6.199999999999999e-10,0
6.20072119280679e-10,2.12034858005931e-06,6.20072119280679e-10,0,6.20072119280679e-10,0
6.201081789210186e-10,2.230179606822539e-06,6.201081789210186e-10,0,6.201081789210186e-10,0
6.201802982016977e-10,2.525671444485623e-06,6.201802982016977e-10,0,6.201802982016977e-10,0
6.203245367630559e-10,3.105191798014664e-06,6.203245367630559e-10,0,6.203245367630559e-10,0
6.205076703152992e-10,3.658211094715455e-06,6.205076703152992e-10,0,6.205076703152992e-10,0
6.20873937419786e-10,4.312507092924419e-06,6.20873937419786e-10,0,6.20873937419786e-10,0
6.216064716287594e-10,4.345644735526637e-06,6.216064716287594e-10,0,6.216064716287594e-10,0
6.230715400467064e-10,2.263538537365667e-06,6.230715400467064e-10,0,6.230715400467064e-10,0
6.248644664216937e-10,-6.231911168479335e-07,6.248644664216937e-10,0,6.248644664216937e-10,0
6.273713927758368e-10,-2.587409549523863e-06,6.273713927758368e-10,0,6.273713927758368e-10,0
6.296253692621074e-10,-2.514489598858234e-06,6.296253692621074e-10,0,6.296253692621074e-10,0
6.315711897513935e-10,-1.807397844389618e-06,6.315711897513935e-10,0,6.315711897513935e-10,0
6.336533402517553e-10,-9.651320358562475e-07,6.336533402517553e-10,0,6.336533402517553e-10,0
6.364853981159183e-10,-4.955706393536258e-08,6.364853981159183e-10,0,6.364853981159183e-10,0
6.408619050332056e-10,6.11102571747607e-07,6.408619050332056e-10,0,6.408619050332056e-10,0
6.471107825319452e-10,5.800024716491013e-07,6.471107825319452e-10,0,6.471107825319452e-10,0
6.545122211447933e-10,1.042121141421477e-07,6.545122211447933e-10,0,6.545122211447933e-10,0
6.647637804157145e-10,-2.170129286551734e-07,6.647637804157145e-10,0,6.647637804157145e-10,0
6.734079455926587e-10,-3.219681908689931e-07,6.734079455926587e-10,0,6.734079455926587e-10,0
6.816796069988461e-10,-3.109406393542811e-07,6.816796069988461e-10,0,6.816796069988461e-10,0
6.89461682480876e-10,4.802574957991618e-07,6.89461682480876e-10,0,6.89461682480876e-10,0
6.995685588806035e-10,7.174454412066287e-07,6.995685588806035e-10,0,6.995685588806035e-10,0
7.08602629119832e-10,2.611314873244191e-07,7.08602629119832e-10,0,7.08602629119832e-10,0
7.174928153343883e-10,2.879205512892103e-07,7.174928153343883e-10,0,7.174928153343883e-10,0
7.25269153641281e-10,1.1765857171368e-07,7.25269153641281e-10,0,7.25269153641281e-10,0
7.330184741391507e-10,-6.173063075312466e-08,7.330184741391507e-10,0,7.330184741391507e-10,0
7.415622629127075e-10,-2.470173796106965e-07,7.415622629127075e-10,0,7.415622629127075e-10,0
7.531767048593385e-10,-5.198844421312259e-07,7.531767048593385e-10,0,7.531767048593385e-10,0
7.63361490342267e-10,-1.193921139213016e-07,7.63361490342267e-10,0,7.63361490342267e-10,0
7.746329007098366e-10,2.557537928225108e-07,7.746329007098366e-10,0,7.746329007098366e-10,0
7.862556179966851e-10,1.518023703569596e-07,7.862556179966851e-10,0,7.862556179966851e-10,0
8.00471341335073e-10,9.763557990190043e-08,8.00471341335073e-10,0,8.00471341335073e-10,0
8.185099838721743e-10,5.577399243752708e-08,8.185099838721743e-10,0,8.185099838721743e-10,0
8.440716031916694e-10,5.21670000273674e-08,8.440716031916694e-10,0,8.440716031916694e-10,0
8.826507918674042e-10,4.749608967174769e-08,8.826507918674042e-10,0,8.826507918674042e-10,0
9.509438876071855e-10,5.12895901466094e-08,9.509438876071855e-10,0,9.509438876071855e-10,0
1.060435066824115e-09,4.788575399724643e-08,1.060435066824115e-09,0,1.060435066824115e-09,0
1.2e-09,5.10460211646109e-08,1.2e-09,0,1.2e-09,0
1.2000390625e-09,1.422733029723552e-07,1.2000390625e-09,0,1.2000390625e-09,0.003125000000003544
1.2001171875e-09,4.912750641770006e-07,1.2001171875e-09,0,1.2001171875e-09,0.009375000000010632
1.2002734375e-09,1.47872900974123e-06,1.2002734375e-09,0,1.2002734375e-09,0.02187500000002481
1.200317302459449e-09,1.679915978375207e-06,1.200317302459449e-09,0,1.200317302459449e-09,0.02538419675589552
1.200405032378345e-09,2.040101217840403e-06,1.200405032378345e-09,0,1.200405032378345e-09,0.03240259026763695
1.200580492216139e-09,2.724380391906628e-06,1.200580492216139e-09,0,1.200580492216139e-09,0.0464393772911198
1.200931411891726e-09,3.768772936465424e-06,1.200931411891726e-09,0,1.200931411891726e-09,0.07451295133808551
1.2016332512429e-09,3.965283989710211e-06,1.2016332512429e-09,0,1.2016332512429e-09,0.1306600994320169
1.203036929945248e-09,1.920986238455966e-06,1.203036929945248e-09,0,1.203036929945248e-09,0.2429543956198798
1.205173519774817e-09,-2.151942704773466e-06,1.205173519774817e-09,0,1.205173519774817e-09,0.4138815819853843
1.207653173247269e-09,-4.033936876958651e-06,1.207653173247269e-09,0,1.207653173247269e-09,0.6122538597815579
1.208826586623635e-09,-2.830020256120816e-06,1.208826586623635e-09,0,1.208826586623635e-09,0.7061269298907693
1.21e-09,-1.660860568722635e-06,1.21e-09,0,1.21e-09,0.7999999999999973
1.210063277000208e-09,-1.741297680014787e-06,1.210063277000208e-09,0,1.210063277000208e-09,0.8
1.210189831000625e-09,-2.069587125815793e-06,1.210189831000625e-09,0,1.210189831000625e-09,0.8
1.210253108000833e-09,-2.283141340360304e-06,1.210253108000833e-09,0,1.210253108000833e-09,0.8
1.210379662001249e-09,-2.585635607057237e-06,1.210379662001249e-09,0,1.210379662001249e-09,0.8
1.210632693922883e-09,-2.978662791848823e-06,1.210632693922883e-09,0,1.210632693922883e-09,0.8
1.211001583478194e-09,-3.159656388883296e-06,1.211001583478194e-09,0,1.211001583478194e-09,0.8
1.211186028255849e-09,-3.093462750381614e-06,1.211186028255849e-09,0,1.211186028255849e-09,0.8
1.21155491781116e-09,-2.741209246687482e-06,1.21155491781116e-09,0,1.21155491781116e-09,0.8
1.212292696921782e-09,-1.680387626641985e-06,1.212292696921782e-09,0,1.212292696921782e-09,0.8
1.213768255143025e-09,1.613968989372357e-07,1.213768255143025e-09,0,1.213768255143025e-09,0.8
1.215221973718572e-09,2.282335903764536e-06,1.215221973718572e-09,0,1.215221973718572e-09,0.8
1.216827570622719e-09,2.874960411551312e-06,1.216827570622719e-09,0,1.216827570622719e-09,0.8
1.218262369573671e-09,2.702279020092097e-06,1.218262369573671e-09,0,1.218262369573671e-09,0.8
1.21986148970785e-09,2.12304257806364e-06,1.21986148970785e-09,0,1.21986148970785e-09,0.8
1.22193233992062e-09,1.261998784207929e-06,1.22193233992062e-09,0,1.22193233992062e-09,0.8
1.224940773763783e-09,2.545786238429869e-07,1.224940773763783e-09,0,1.224940773763783e-09,0.8
1.229514809072818e-09,-4.674983682069752e-07,1.229514809072818e-09,0,1.229514809072818e-09,0.8
1.237543787506844e-09,-3.727475636484285e-07,1.237543787506844e-09,0,1.237543787506844e-09,0.8
1.25005310772848e-09,1.035552472314175e-07,1.25005310772848e-09,0,1.25005310772848e-09,0.8
1.264571074739001e-09,1.160092691093801e-07,1.264571074739001e-09,0,1.264571074739001e-09,0.8
1.278589414610201e-09,9.784072860461669e-08,1.278589414610201e-09,0,1.278589414610201e-09,0.8
1.290471585724191e-09,2.140813710583713e-07,1.290471585724191e-09,0,1.290471585724191e-09,0.8
1.303250863341218e-09,3.150327186933249e-07,1.303250863341218e-09,0,1.303250863341218e-09,0.8
1.313017144695508e-09,3.069949701770888e-08,1.313017144695508e-09,0,1.313017144695508e-09,0.8
1.322831390549307e-09,-1.937129789424939e-07,1.322831390549307e-09,0,1.322831390549307e-09,0.8
1.33511512315216e-09,-1.256758368187083e-06,1.33511512315216e-09,0,1.33511512315216e-09,0.8
1.33828629397266e-09,-1.099175796666473e-06,1.33828629397266e-09,0,1.33828629397266e-09,0.8
1.344628635613658e-09,-2.561159217283979e-07,1.344628635613658e-09,0,1.344628635613658e-09,0.8
1.350157024634972e-09,3.193430619331685e-07,1.350157024634972e-09,0,1.350157024634972e-09,0.8
1.356996505620167e-09,5.506514439930181e-07,1.356996505620167e-09,0,1.356996505620167e-09,0.8
1.36457894354082e-09,1.557914970209395e-06,1.36457894354082e-09,0,1.36457894354082e-09,0.8
1.371516999480441e-09,8.901497589392924e-07,1.371516999480441e-09,0,1.371516999480441e-09,0.8
1.378384293532772e-09,-4.723180869671481e-08,1.378384293532772e-09,0,1.378384293532772e-09,0.8
1.386851840244686e-09,-2.816622945117044e-07,1.386851840244686e-09,0,1.386851840244686e-09,0.8
1.398087788052522e-09,-1.568120018571446e-07,1.398087788052522e-09,0,1.398087788052522e-09,0.8
1.413754422768698e-09,9.554319276257397e-09,1.413754422768698e-09,0,1.413754422768698e-09,0.8
1.43641352404521e-09,4.855332473355078e-08,1.43641352404521e-09,0,1.43641352404521e-09,0.8
1.474008442921245e-09,5.393906185084601e-08,1.474008442921245e-09,0,1.474008442921245e-09,0.8
1.530094960401902e-09,4.319227951620833e-08,1.530094960401902e-09,0,1.530094960401902e-09,0.8
1.624341143369951e-09,5.680725817306583e-08,1.624341143369951e-09,0,1.624341143369951e-09,0.8
1.717170571684975e-09,4.136422705897271e-08,1.717170571684975e-09,0,1.717170571684975e-09,0.8
1.81e-09,5.842867785922569e-08,1.81e-09,0,1.81e-09,0.8
1.8100390625e-09,3.524971490506798e-09,1.8100390625e-09,0,1.8100390625e-09,0.7968749999999964
1.8101171875e-09,-2.56590299216253e-07,1.8101171875e-09,0,1.8101171875e-09,0.7906249999999894
1.8102734375e-09,-7.464291749515504e-07,1.8102734375e-09,0,1.8102734375e-09,0.7781249999999752
1.810455629440899e-09,-1.134296572116014e-06,1.810455629440899e-09,0,1.810455629440899e-09,0.7635496447280721
1.810761306533348e-09,-1.739067458119469e-06,1.810761306533348e-09,0,1.810761306533348e-09,0.7390954773321901
1.811300722470145e-09,-2.162888763082222e-06,1.811300722470145e-09,0,1.811300722470145e-09,0.6959422023883973
1.812183591503597e-09,-2.066693723684723e-06,1.812183591503597e-09,0,1.812183591503597e-09,0.6253126797122098
1.813656751475018e-09,-7.639530517902528e-07,1.813656751475018e-09,0,1.813656751475018e-09,0.5074598819985858
1.815666982700381e-09,7.14131656860375e-07,1.815666982700381e-09,0,1.815666982700381e-09,0.3466413839695547
1.818122717515158e-09,2.184538948254761e-06,1.818122717515158e-09,0,1.818122717515158e-09,0.1501825987873593
1.819061358757579e-09,2.278607918682314e-06,1.819061358757579e-09,0,1.819061358757579e-09,0.0750912993936893
1.82e-09,2.03225005595149e-06,1.82e-09,0,1.82e-09,0
1.820068514063176e-09,2.17784837443344e-06,1.820068514063176e-09,0,1.820068514063176e-09,0
1.820102771094764e-09,2.272242693364239e-06,1.820102771094764e-09,0,1.820102771094764e-09,0
1.82017128515794e-09,2.539621294474398e-06,1.82017128515794e-09,0,1.82017128515794e-09,0
1.820308313284293e-09,3.079729704200013e-06,1.820308313284293e-09,0,1.820308313284293e-09,0
1.820483725598855e-09,3.605977291845035e-06,1.820483725598855e-09,0,1.820483725598855e-09,0
1.820834550227979e-09,4.240584399545726e-06,1.820834550227979e-09,0,1.820834550227979e-09,0
1.821536199486228e-09,4.320258419351538e-06,1.821536199486228e-09,0,1.821536199486228e-09,0
1.822939498002725e-09,2.414085623368896e-06,1.822939498002725e-09,0,1.822939498002725e-09,0
1.82473423333451e-09,-3.800664204410878e-07,1.82473423333451e-09,0,1.82473423333451e-09,0
1.827218845736448e-09,-2.621716607797413e-06,1.827218845736448e-09,0,1.827218845736448e-09,0
1.829497096698454e-09,-2.651454551536016e-06,1.829497096698454e-09,0,1.829497096698454e-09,0
1.831446062664348e-09,-1.842109862916782e-06,1.831446062664348e-09,0,1.831446062664348e-09,0
1.833523206614649e-09,-1.13035945842434e-06,1.833523206614649e-09,0,1.833523206614649e-09,0
1.836320813983732e-09,-1.169080473441582e-07,1.836320813983732e-09,0,1.836320813983732e-09,0
1.840661444058913e-09,6.822830050873301e-07,1.840661444058913e-09,0,1.840661444058913e-09,0
1.846814164215971e-09,6.349916883280231e-07,1.846814164215971e-09,0,1.846814164215971e-09,0
1.854209954696969e-09,9.645649836537266e-08,1.854209954696969e-09,0,1.854209954696969e-09,0
1.864204140562064e-09,-2.45026815049013e-07,1.864204140562064e-09,0,1.864204140562064e-09,0
1.872913609731162e-09,-3.400280476657731e-07,1.872913609731162e-09,0,1.872913609731162e-09,0
1.881159420452154e-09,-1.70391814892735e-07,1.881159420452154e-09,0,1.881159420452154e-09,0
1.88894099316027e-09,2.356914294263515e-07,1.88894099316027e-09,0,1.88894099316027e-09,0
1.899283439075129e-09,8.696020925196269e-07,1.899283439075129e-09,0,1.899283439075129e-09,0
1.908371102332506e-09,2.350319775474862e-07,1.908371102332506e-09,0,1.908371102332506e-09,0
1.917306238788247e-09,2.818422058939964e-07,1.917306238788247e-09,0,1.917306238788247e-09,0
1.925095714431855e-09,1.2476282091649e-07,1.925095714431855e-09,0,1.925095714431855e-09,0
1.932814564932155e-09,-7.442908845302021e-08,1.932814564932155e-09,0,1.932814564932155e-09,0
1.941456090824567e-09,-2.397991217607818e-07,1.941456090824567e-09,0,1.941456090824567e-09,0
1.95322873111979e-09,-5.157615958616115e-07,1.95322873111979e-09,0,1.95322873111979e-09,0
1.963450843020469e-09,-1.207527039986363e-07,1.963450843020469e-09,0,1.963450843020469e-09,0
1.974752846701911e-09,2.615126532730664e-07,1.974752846701911e-09,0,1.974752846701911e-09,0
1.986387447815832e-09,1.502576578844029e-07,1.986387447815832e-09,0,1.986387447815832e-09,0
2.000648539887344e-09,9.590472438613789e-08,2.000648539887344e-09,0,2.000648539887344e-09,0
2.018766012879291e-09,5.685666361667138e-08,2.018766012879291e-09,0,2.018766012879291e-09,0
2.044495764922977e-09,5.043002170049457e-08,2.044495764922977e-09,0,2.044495764922977e-09,0
2.08337144748669e-09,4.935552594447415e-08,2.08337144748669e-09,0,2.08337144748669e-09,0
2.152466973888799e-09,4.936653219870669e-08,2.152466973888799e-09,0,2.152466973888799e-09,0
2.26234669495919e-09,4.984676833584308e-08,2.26234669495919e-09,0,2.26234669495919e-09,0
2.4e-09,4.905496992327358e-08,2.4e-09,0,2.4e-09,0
2.4000390625e-09,1.384216315193829e-07,2.4000390625e-09,0,2.4000390625e-09,0.003125000000020088
2.400117187500001e-09,4.757007464425278e-07,2.400117187500001e-09,0,2.400117187500001e-09,0.009375000000060262
2.400273437500002e-09,1.430779077673181e-06,2.400273437500002e-09,0,2.400273437500002e-09,0.02187500000014061
2.400317300510773e-09,1.664470318808328e-06,2.400317300510773e-09,0,2.400317300510773e-09,0.02538404086181423
2.400405026532315e-09,2.064478104047774e-06,2.400405026532315e-09,0,2.400405026532315e-09,0.03240212258516146
2.400580478575398e-09,2.720397999176573e-06,2.400580478575398e-09,0,2.400580478575398e-09,0.04643828603185592
2.400931382661566e-09,3.786749392587249e-06,2.400931382661566e-09,0,2.400931382661566e-09,0.07451061292524484
2.4016331908339e-09,3.95581618989873e-06,2.4016331908339e-09,0,2.4016331908339e-09,0.1306552667120227
2.40303680717857e-09,1.93337399147315e-06,2.40303680717857e-09,0,2.40303680717857e-09,0.2429445742855784
2.405165812789143e-09,-2.153033799083882e-06,2.405165812789143e-09,0,2.405165812789143e-09,0.4132650231314444
2.407647542463002e-09,-4.024342863847232e-06,2.407647542463002e-09,0,2.407647542463002e-09,0.6118033970401354
2.408823771231501e-09,-2.84475749658362e-06,2.408823771231501e-09,0,2.408823771231501e-09,0.705901698520058
2.41e-09,-1.648145630143845e-06,2.41e-09,0,2.41e-09,0.8
2.410063295597938e-09,-1.738238037098027e-06,2.410063295597938e-09,0,2.410063295597938e-09,0.8
2.410189886793812e-09,-2.070550966484904e-06,2.410189886793812e-09,0,2.410189886793812e-09,0.8
2.41025318239175e-09,-2.281912724320674e-06,2.41025318239175e-09,0,2.41025318239175e-09,0.8
2.410379773587625e-09,-2.58549926204101e-06,2.410379773587625e-09,0,2.410379773587625e-09,0.8
2.410632938050091e-09,-2.977720580964264e-06,2.410632938050091e-09,0,2.410632938050091e-09,0.8
2.411002027456962e-09,-3.158958498808343e-06,2.411002027456962e-09,0,2.411002027456962e-09,0.8
2.411186572160399e-09,-3.091837867126781e-06,2.411186572160399e-09,0,2.411186572160399e-09,0.8
2.411555661567271e-09,-2.739470024725792e-06,2.411555661567271e-09,0,2.411555661567271e-09,0.8
2.412293840381015e-09,-1.677389232135485e-06,2.412293840381015e-09,0,2.412293840381015e-09,0.8
2.413770198008504e-09,1.64596573722545e-07,2.413770198008504e-09,0,2.413770198008504e-09,0.8
2.415224210200826e-09,2.284009185262916e-06,2.415224210200826e-09,0,2.415224210200826e-09,0.8
2.416829408482249e-09,2.874551176097807e-06,2.416829408482249e-09,0,2.416829408482249e-09,0.8
2.418264206965639e-09,2.701518001865172e-06,2.418264206965639e-09,0,2.418264206965639e-09,0.8
2.419863688326929e-09,2.121694894951151e-06,2.419863688326929e-09,0,2.419863688326929e-09,0.8
2.421935459373656e-09,1.260702456210233e-06,2.421935459373656e-09,0,2.421935459373656e-09,0.8
2.424945236142179e-09,2.532969737871519e-07,2.424945236142179e-09,0,2.424945236142179e-09,0.8
2.429521824770401e-09,-4.677898171362881e-07,2.429521824770401e-09,0,2.429521824770401e-09,0.8
2.437557435023838e-09,-3.721547784134382e-07,2.437557435023838e-09,0,2.437557435023838e-09,0.8
2.450061590399426e-09,1.037805413000724e-07,2.450061590399426e-09,0,2.450061590399426e-09,0.8
2.464584654115826e-09,1.158161987208455e-07,2.464584654115826e-09,0,2.464584654115826e-09,0.8
2.478603257951164e-09,9.80019670848044e-08,2.478603257951164e-09,0,2.478603257951164e-09,0.8
2.490486706077334e-09,2.142374779947949e-07,2.490486706077334e-09,0,2.490486706077334e-09,0.8
2.503264616670802e-09,3.152965637477066e-07,2.503264616670802e-09,0,2.503264616670802e-09,0.8
2.513029186931573e-09,2.883541117066297e-08,2.513029186931573e-09,0,2.513029186931573e-09,0.8
2.522844396811187e-09,-1.921412308768785e-07,2.522844396811187e-09,0,2.522844396811187e-09,0.8
2.535131012464866e-09,-1.259884862569541e-06,2.535131012464866e-09,0,2.535131012464866e-09,0.8
2.53830181997506e-09,-1.098126874850167e-06,2.53830181997506e-09,0,2.53830181997506e-09,0.8
2.544643434995448e-09,-2.526466390170018e-07,2.544643434995448e-09,0,2.544643434995448e-09,0.8
2.55017271547786e-09,3.240217368284111e-07,2.55017271547786e-09,0,2.55017271547786e-09,0.8
2.557017575383744e-09,5.581116545057503e-07,2.557017575383744e-09,0,2.557017575383744e-09,0.8
2.564592485875015e-09,1.556508277468058e-06,2.564592485875015e-09,0,2.564592485875015e-09,0.8
2.571527494062052e-09,8.793639904359874e-07,2.571527494062052e-09,0,2.571527494062052e-09,0.8
2.578395225710803e-09,-5.282961975369432e-08,2.578395225710803e-09,0,2.578395225710803e-09,0.8
2.586865772559016e-09,-2.810756961086641e-07,2.586865772559016e-09,0,2.586865772559016e-09,0.8
2.598105458993259e-09,-1.549626641877791e-07,2.598105458993259e-09,0,2.598105458993259e-09,0.8
2.613782853847072e-09,1.111036150312689e-08,2.613782853847072e-09,0,2.613782853847072e-09,0.8
2.636468642553165e-09,4.827736648865205e-08,2.636468642553165e-09,0,2.636468642553165e-09,0.8
2.674144001001467e-09,5.347511989155344e-08,2.674144001001467e-09,0,2.674144001001467e-09,0.8
2.730283656018211e-09,4.430703477273609e-08,2.730283656018211e-09,0,2.730283656018211e-09,0.8
2.824672301462521e-09,5.527950978899495e-08,2.824672301462521e-09,0,2.824672301462521e-09,0.8
2.917336150731261e-09,4.329817300489118e-08,2.917336150731261e-09,0,2.917336150731261e-09,0.8
3.01e-09,5.610826887565959e-08,3.01e-09,0,3.01e-09,0.8
3.0100390625e-09,-9.53874109284817e-09,3.0100390625e-09,0,3.0100390625e-09,0.7968749999999634
3.010117187500001e-09,-2.712864977233845e-07,3.010117187500001e-09,0,3.010117187500001e-09,0.7906249999999232
3.010273437500002e-09,-7.56028377059277e-07,3.010273437500002e-09,0,3.010273437500002e-09,0.7781249999998429
